# Trilegal 1.6 run queried by C. Hirata, May 16, 2016
# Stars to J=22 in 1 deg^2 at the South Galactic Pole
# Magnitudes are SDSS ugriz + UKIDSS ZYJHK
# SDSS are on approximate AB system, UKIDSS on Vega
#
# Effective wavelengths of the filters are below.
# Vega to AB offsets in UKIDSS ZYJHK are below.
# [Hewett et al.: http://www.ukidss.org/technical/photom/hewett-ukidss.pdf]
#
# The following lines of data are used to tell scripts reading this file where the information is:
#
#! col_m2/m1 = 10
#! col_first_band = 12
#! num_bands = 10
#! lambda = 0.3546, 0.4670, 0.6156, 0.7471, 0.8918, 0.8817, 1.0305, 1.2483, 1.6313, 2.2010
#! ab_offset = 0, 0, 0, 0, 0, 0.528, 0.634, 0.938, 1.379, 1.900
#
#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z      Z      Y      J      H      K        Mact
 3  10.11 -1.71  0.37265 -1.440 3.650  4.994 12.20  0.038 0.00 20.569 23.559 21.682 20.760 20.411 20.215 19.681 19.459 19.080 18.570 18.426  0.373 
 3  10.11 -1.71  0.60346 -0.690 3.723  4.747 12.60  0.038 0.74 18.829 20.745 19.515 18.902 18.678 18.569 18.030 17.871 17.551 17.131 17.039  0.603 
 3  10.11 -1.71  0.20605 -1.942 3.619  5.117 12.70  0.038 0.99 21.587 25.126 23.002 21.886 21.456 21.207 20.675 20.418 20.010 19.480 19.304  0.206 
 3  10.11 -1.71  0.14370 -2.401 3.569  5.220 12.90  0.038 0.00 23.672 28.775 25.754 24.233 23.631 23.284 22.758 22.434 21.965 21.431 21.238  0.144 
 3  10.11 -1.71  0.26786 -1.708 3.634  5.054 13.00  0.038 0.00 22.039 25.316 23.309 22.287 21.896 21.672 21.139 20.899 20.505 19.982 19.819  0.268 
 3  10.11 -1.71  0.43952 -1.266 3.661  4.936 13.10  0.038 0.93 20.384 23.218 21.424 20.550 20.222 20.040 19.505 19.293 18.920 18.421 18.285  0.440 
 3  10.11 -1.71  0.65938 -0.449 3.753  4.665 13.40  0.038 0.00 19.293 20.719 19.784 19.345 19.196 19.141 18.599 18.484 18.208 17.860 17.806  0.659 
 3  10.11 -1.71  0.22231 -1.874 3.623  5.099 13.50  0.038 0.00 22.956 26.412 24.325 23.239 22.821 22.580 22.048 21.797 21.393 20.863 20.690  0.222 
 3  10.11 -1.71  0.22095 -1.880 3.623  5.100 13.70  0.038 0.00 23.170 26.633 24.543 23.455 23.036 22.793 22.262 22.010 21.606 21.076 20.903  0.221 
 3  10.11 -1.71  0.38315 -1.416 3.651  4.988 13.80  0.038 0.00 22.111 25.075 23.211 22.297 21.952 21.758 21.224 21.004 20.625 20.118 19.975  0.383 
 3  10.11 -1.71  0.33736 -1.522 3.645  5.013 14.10  0.038 0.00 22.674 25.753 23.835 22.882 22.520 22.316 21.782 21.555 21.171 20.658 20.508  0.337 
 3  10.11 -1.71  0.24604 -1.776 3.629  5.068 14.60  0.038 0.98 23.081 26.440 24.396 23.345 22.941 22.709 22.177 21.932 21.533 21.007 20.839  0.246 
 3  10.11 -1.71  0.48945 -1.118 3.672  4.880 14.70  0.038 0.99 21.533 24.123 22.460 21.663 21.367 21.207 20.670 20.472 20.112 19.629 19.508  0.489 
 3  10.11 -1.71  0.67870 -0.362 3.763  4.631 14.80  0.038 0.00 20.475 21.820 20.935 20.533 20.400 20.357 19.814 19.707 19.440 19.107 19.061  0.679 
 3  10.11 -1.71  0.27714 -1.681 3.635  5.048 14.90  0.038 0.94 23.182 26.455 24.450 23.429 23.038 22.814 22.282 22.042 21.648 21.125 20.963  0.277 
 3  10.11 -1.71  0.81838  1.639 3.714  2.515 15.40  0.038 0.78 16.065 17.926 16.699 16.142 15.934 15.830 15.291 15.134 14.805 14.359 14.296  0.818 
 3  10.11 -1.71  0.49120 -1.112 3.673  4.878 15.50  0.038 0.00 23.050 25.619 23.968 23.177 22.884 22.725 22.189 21.992 21.633 21.151 21.032  0.491 
 3  10.11 -1.71  0.73437 -0.078 3.792  4.498 16.00  0.038 0.00 20.966 22.149 21.345 21.044 20.955 20.944 20.401 20.316 20.076 19.788 19.761  0.734 
 3  10.11 -1.71  0.93458 -0.386 3.761  4.640 16.60  0.038 0.72 22.332 23.697 22.800 22.389 22.252 22.205 21.663 21.554 21.285 20.948 20.899  0.673 
 3  10.11 -1.71  0.99138  0.242 3.815  4.293 17.70  0.038 0.79 21.866 23.007 22.181 21.952 21.900 21.915 21.370 21.300 21.086 20.840 20.822  0.780 
 3  10.11 -1.69  0.54236 -0.932 3.692  4.819 11.50  0.038 0.00 18.599 20.832 19.380 18.684 18.432 18.302 17.764 17.589 17.251 16.803 16.701  0.542 
 3  10.11 -1.69  0.28268 -1.665 3.636  5.045 12.10  0.038 0.00 21.032 24.268 22.278 21.271 20.886 20.667 20.134 19.897 19.505 18.983 18.824  0.283 
 3  10.11 -1.69  0.24573 -1.777 3.629  5.069 12.50  0.038 0.00 21.713 25.067 23.024 21.975 21.573 21.341 20.809 20.565 20.166 19.639 19.472  0.246 
 3  10.11 -1.69  0.92594 -0.451 3.753  4.665 12.60  0.038 0.71 18.498 19.930 18.990 18.549 18.400 18.344 17.803 17.687 17.410 17.062 17.008  0.659 
 3  10.11 -1.69  0.27293 -1.693 3.634  5.051 12.80  0.038 0.74 21.332 24.690 22.649 21.597 21.193 20.960 20.428 20.182 19.783 19.257 19.091  0.273 
 3  10.11 -1.69  0.14496 -2.391 3.570  5.216 12.90  0.038 0.00 23.648 28.735 25.725 24.207 23.606 23.260 22.734 22.410 21.942 21.408 21.214  0.145 
 3  10.11 -1.69  0.35391 -1.482 3.647  5.003 13.00  0.038 0.76 20.964 24.086 22.149 21.181 20.812 20.603 20.070 19.839 19.453 18.936 18.783  0.354 
 3  10.11 -1.69  0.20050 -1.965 3.618  5.122 13.10  0.038 0.00 22.782 26.345 24.211 23.086 22.653 22.402 21.871 21.612 21.203 20.672 20.496  0.200 
 3  10.11 -1.69  0.14157 -2.423 3.567  5.226 13.30  0.038 0.97 23.433 28.750 25.585 24.032 23.406 23.049 22.524 22.194 21.719 21.184 20.989  0.142 
 3  10.11 -1.69  0.14097 -2.429 3.566  5.228 13.50  0.038 0.98 23.627 28.938 25.777 24.224 23.599 23.243 22.718 22.388 21.913 21.378 21.183  0.141 
 3  10.11 -1.69  0.20289 -1.955 3.618  5.120 13.60  0.038 0.00 23.258 26.808 24.679 23.559 23.128 22.877 22.346 22.089 21.680 21.148 20.973  0.203 
 3  10.11 -1.69  0.28990 -1.644 3.637  5.040 13.90  0.038 0.72 22.331 25.641 23.621 22.586 22.190 21.962 21.430 21.187 20.790 20.266 20.102  0.290 
 3  10.11 -1.69  0.43717 -1.273 3.660  4.938 14.30  0.038 0.00 22.253 25.056 23.277 22.414 22.091 21.913 21.377 21.166 20.796 20.297 20.164  0.437 
 3  10.11 -1.69  0.41780 -1.328 3.657  4.960 14.50  0.038 0.94 21.914 24.816 22.985 22.091 21.754 21.567 21.033 20.816 20.440 19.935 19.797  0.418 
 3  10.11 -1.69  0.58558 -0.763 3.713  4.768 14.60  0.038 0.00 21.278 23.183 21.937 21.336 21.122 21.020 20.480 20.328 20.013 19.604 19.519  0.586 
 3  10.11 -1.69  0.44443 -1.252 3.661  4.930 14.60  0.038 0.00 22.501 25.280 23.514 22.659 22.339 22.163 21.627 21.418 21.048 20.551 20.420  0.444 
 3  10.11 -1.69  0.30416 -1.605 3.640  5.031 14.70  0.038 0.00 23.481 26.653 24.692 23.707 23.332 23.119 22.586 22.353 21.964 21.445 21.290  0.304 
 3  10.11 -1.69  0.63714 -0.548 3.741  4.699 14.90  0.038 0.00 21.039 22.595 21.575 21.087 20.919 20.850 20.309 20.183 19.896 19.530 19.467  0.637 
 3  10.11 -1.69  0.81936  1.979 3.702  2.126 15.20  0.038 0.00 15.022 17.082 15.726 15.109 14.877 14.756 14.218 14.048 13.704 13.230 13.162  0.819 
 3  10.11 -1.69  0.53235 -0.968 3.688  4.831 15.70  0.038 0.75 22.533 24.979 23.411 22.650 22.368 22.217 21.680 21.489 21.136 20.665 20.549  0.532 
 3  10.11 -1.67  0.52409 -0.999 3.684  4.840 11.60  0.038 0.00 18.867 21.240 19.701 18.968 18.700 18.559 18.022 17.837 17.490 17.027 16.919  0.524 
 3  10.11 -1.67  0.18269 -2.099 3.602  5.153 11.70  0.038 0.00 21.717 25.570 23.310 22.077 21.602 21.324 20.794 20.517 20.092 19.558 19.373  0.183 
 3  10.11 -1.67  0.30046 -1.615 3.639  5.032 12.10  0.038 0.00 20.908 24.099 22.128 21.137 20.759 20.545 20.012 19.777 19.387 18.867 18.711  0.300 
 3  10.11 -1.67  0.35629 -1.477 3.647  5.002 12.40  0.038 0.00 20.863 23.908 22.003 21.063 20.708 20.508 19.974 19.749 19.366 18.853 18.706  0.356 
 3  10.11 -1.67  0.33795 -1.522 3.645  5.012 12.70  0.038 0.00 21.274 24.365 22.439 21.483 21.121 20.916 20.382 20.154 19.769 19.253 19.104  0.338 
 3  10.11 -1.67  0.54239 -0.932 3.692  4.818 12.70  0.038 0.00 19.801 22.044 20.584 19.887 19.634 19.503 18.966 18.790 18.451 18.002 17.900  0.542 
 3  10.11 -1.67  0.13406 -2.497 3.560  5.247 13.00  0.038 0.78 23.587 29.448 25.960 24.317 23.602 23.208 22.684 22.336 21.838 21.307 21.119  0.134 
 3  10.11 -1.67  0.33862 -1.520 3.645  5.012 13.20  0.038 0.00 21.770 24.859 22.934 21.978 21.616 21.412 20.878 20.650 20.265 19.750 19.600  0.339 
 3  10.11 -1.67  0.62792 -0.587 3.735  4.711 13.30  0.038 0.00 19.539 21.161 20.097 19.586 19.409 19.334 18.793 18.662 18.369 17.995 17.928  0.628 
 3  10.11 -1.67  0.19486 -2.007 3.613  5.132 13.50  0.038 0.00 23.288 26.944 24.769 23.609 23.162 22.903 22.372 22.108 21.693 21.161 20.982  0.195 
 3  10.11 -1.67  0.38054 -1.423 3.650  4.989 13.80  0.038 0.75 21.627 24.698 22.783 21.833 21.473 21.270 20.736 20.509 20.124 19.609 19.460  0.381 
 3  10.11 -1.67  0.37552 -1.434 3.650  4.992 13.80  0.038 0.72 21.684 24.774 22.851 21.894 21.531 21.326 20.793 20.564 20.178 19.662 19.512  0.376 
 3  10.11 -1.67  0.51242 -1.041 3.680  4.853 14.10  0.038 0.00 21.473 23.929 22.340 21.584 21.306 21.158 20.621 20.432 20.079 19.606 19.494  0.512 
 3  10.11 -1.67  0.58696 -0.759 3.714  4.766 14.90  0.038 0.86 21.132 23.201 21.860 21.208 20.972 20.854 20.315 20.149 19.819 19.385 19.289  0.587 
 3  10.11 -1.67  0.42280 -1.315 3.657  4.954 15.00  0.038 0.00 23.057 25.919 24.107 23.227 22.897 22.713 22.179 21.964 21.590 21.086 20.951  0.423 
 3  10.11 -1.67  0.56268 -0.855 3.701  4.795 15.00  0.038 0.00 21.907 23.990 22.627 21.975 21.740 21.624 21.085 20.920 20.592 20.161 20.067  0.563 
 3  10.11 -1.67  0.72616 -0.125 3.788  4.521 15.30  0.038 0.00 20.382 21.587 20.772 20.455 20.360 20.344 19.800 19.712 19.468 19.173 19.143  0.726 
 3  10.11 -1.67  0.36308 -1.462 3.648  4.999 15.40  0.038 0.71 23.368 26.490 24.553 23.585 23.217 23.008 22.475 22.244 21.857 21.339 21.187  0.363 
 3  10.11 -1.67  0.72305 -0.141 3.786  4.530 15.50  0.038 0.00 20.624 21.835 21.018 20.696 20.598 20.580 20.037 19.947 19.702 19.404 19.372  0.723 
 3  10.11 -1.67  0.59670 -0.721 3.719  4.754 15.70  0.038 0.87 21.829 23.824 22.529 21.899 21.672 21.560 21.021 20.860 20.535 20.110 20.018  0.597 
 3  10.11 -1.67  0.76087  0.086 3.805  4.399 15.80  0.038 0.00 20.355 21.507 20.698 20.437 20.368 20.372 19.828 19.751 19.526 19.261 19.239  0.761 
 3  10.11 -1.63  0.20922 -1.936 3.618  5.113 12.40  0.038 0.00 22.010 25.576 23.439 22.313 21.880 21.630 21.099 20.841 20.431 19.897 19.722  0.209 
 3  10.11 -1.63  0.14667 -2.382 3.569  5.209 12.60  0.038 0.00 23.326 28.452 25.416 23.892 23.287 22.939 22.413 22.088 21.619 21.083 20.887  0.147 
 3  10.11 -1.63  0.51163 -1.048 3.678  4.852 13.20  0.038 0.93 19.972 22.549 20.889 20.099 19.807 19.650 19.114 18.916 18.555 18.069 17.952  0.512 
 3  10.11 -1.63  0.23071 -1.847 3.623  5.088 13.50  0.038 0.00 22.888 26.356 24.261 23.172 22.754 22.512 21.981 21.729 21.324 20.791 20.619  0.231 
 3  10.11 -1.63  0.20723 -1.944 3.618  5.115 13.90  0.038 0.72 23.181 27.005 24.756 23.549 23.075 22.798 22.268 21.992 21.565 21.030 20.849  0.207 
 3  10.11 -1.63  0.44440 -1.258 3.659  4.928 14.10  0.038 0.83 21.481 24.391 22.554 21.659 21.323 21.136 20.601 20.383 20.006 19.496 19.359  0.444 
 3  10.11 -1.63  0.33542 -1.534 3.642  5.013 14.60  0.038 0.00 23.205 26.343 24.394 23.422 23.054 22.846 22.313 22.082 21.694 21.174 21.023  0.335 
 3  10.11 -1.63  0.23890 -1.813 3.625  5.078 14.90  0.038 0.97 23.484 26.929 24.844 23.763 23.349 23.109 22.578 22.327 21.924 21.391 21.220  0.239 
 3  10.11 -1.63  0.25592 -1.750 3.629  5.060 15.00  0.038 0.91 23.495 26.900 24.833 23.766 23.357 23.122 22.590 22.343 21.941 21.410 21.241  0.256 
 3  10.11 -1.63  0.57966 -0.792 3.708  4.773 15.20  0.038 0.00 21.950 23.940 22.634 22.011 21.789 21.682 21.143 20.984 20.663 20.243 20.155  0.580 
 3  10.11 -1.63  0.49417 -1.108 3.671  4.872 15.50  0.038 0.00 23.041 25.649 23.969 23.170 22.876 22.716 22.180 21.981 21.618 21.129 21.011  0.494 
 3  10.11 -1.63  0.89496  0.935 3.733  3.295 16.20  0.038 0.92 18.632 20.263 19.183 18.694 18.518 18.438 17.898 17.760 17.454 17.052 16.997  0.822 
 3  10.11 -1.63  0.79502  0.315 3.817  4.236 17.00  0.038 0.00 20.981 22.127 21.286 21.064 21.016 21.034 20.490 20.420 20.210 19.970 19.952  0.795 
 3  10.11 -1.61  0.32485 -1.564 3.640  5.019 10.20  0.038 0.00 18.879 22.064 20.093 19.105 18.731 18.518 17.985 17.751 17.361 16.838 16.684  0.325 
 3  10.11 -1.61  0.12940 -2.549 3.553  5.257 10.60  0.038 0.81 21.283 27.445 23.751 22.065 21.316 20.907 20.385 20.029 19.524 18.992 18.805  0.129 
 3  10.11 -1.61  0.11536 -2.682 3.541  5.292 10.70  0.038 0.00 22.174 28.575 24.699 22.983 22.214 21.800 21.278 20.919 20.411 19.879 19.692  0.115 
 3  10.11 -1.61  0.28160 -1.679 3.633  5.044 10.90  0.038 0.00 19.868 23.174 21.150 20.118 19.726 19.501 18.968 18.727 18.330 17.802 17.641  0.282 
 3  10.11 -1.61  0.21872 -1.900 3.620  5.102 12.30  0.038 0.00 21.820 25.361 23.234 22.117 21.689 21.441 20.910 20.653 20.245 19.711 19.536  0.219 
 3  10.11 -1.61  0.77374  0.134 3.807  4.368 12.40  0.038 0.00 16.835 17.987 17.169 16.915 16.851 16.858 16.314 16.239 16.016 15.757 15.736  0.774 
 3  10.11 -1.61  0.22105 -1.890 3.620  5.100 12.70  0.038 0.00 22.196 25.727 23.604 22.491 22.064 21.818 21.286 21.031 20.623 20.088 19.914  0.221 
 3  10.11 -1.61  0.56781 -0.841 3.702  4.785 13.10  0.038 0.94 19.378 21.582 20.143 19.459 19.212 19.086 18.548 18.374 18.037 17.589 17.491  0.568 
 3  10.11 -1.61  0.16233 -2.261 3.582  5.182 13.10  0.038 0.00 23.521 28.102 25.415 23.998 23.448 23.128 22.601 22.294 21.842 21.307 21.114  0.162 
 3  10.11 -1.61  0.25789 -1.748 3.629  5.059 13.30  0.038 0.00 22.440 25.818 23.762 22.705 22.302 22.069 21.537 21.292 20.891 20.360 20.194  0.258 
 3  10.11 -1.61  0.24138 -1.807 3.625  5.074 13.30  0.038 0.00 22.586 26.026 23.943 22.864 22.451 22.212 21.681 21.431 21.028 20.494 20.323  0.241 
 3  10.11 -1.61  0.19556 -2.011 3.611  5.130 13.40  0.038 0.71 22.869 26.823 24.517 23.268 22.773 22.484 21.955 21.671 21.237 20.701 20.516  0.196 
 3  10.11 -1.61  0.27738 -1.691 3.632  5.047 13.60  0.038 0.00 22.599 25.918 23.888 22.852 22.457 22.231 21.698 21.456 21.059 20.530 20.368  0.277 
 3  10.11 -1.61  0.30068 -1.624 3.636  5.031 13.90  0.038 0.99 21.992 25.247 23.245 22.232 21.847 21.628 21.095 20.857 20.463 19.937 19.779  0.301 
 3  10.11 -1.61  0.47733 -1.161 3.666  4.890 14.00  0.038 0.74 21.256 24.073 22.287 21.421 21.097 20.917 20.382 20.169 19.796 19.290 19.159  0.477 
 3  10.11 -1.61  0.71145 -0.220 3.777  4.566 14.70  0.038 0.00 20.021 21.274 20.436 20.084 19.973 19.946 19.403 19.307 19.053 18.741 18.705  0.711 
 3  10.11 -1.61  0.53624 -0.961 3.687  4.822 14.90  0.038 0.85 21.606 24.088 22.489 21.723 21.441 21.291 20.754 20.561 20.206 19.727 19.614  0.536 
 3  10.11 -1.61  0.51827 -1.026 3.680  4.843 15.30  0.038 0.00 22.636 25.104 23.502 22.746 22.469 22.322 21.785 21.595 21.240 20.764 20.653  0.518 
 3  10.11 -1.61  0.53947 -0.949 3.688  4.818 15.40  0.038 0.77 22.170 24.635 23.050 22.287 22.006 21.855 21.319 21.126 20.771 20.294 20.180  0.539 
 3  10.11 -1.59  0.77317  0.116 3.806  4.381  9.20  0.038 0.00 13.680 14.835 14.017 13.759 13.694 13.699 13.155 13.079 12.855 12.594 12.573  0.773 
 3  10.11 -1.59  0.19029 -2.053 3.606  5.139 12.30  0.038 0.00 22.203 25.999 23.763 22.550 22.084 21.812 21.282 21.009 20.587 20.051 19.867  0.190 
 3  10.11 -1.59  0.18927 -2.061 3.605  5.141 12.40  0.038 0.00 22.322 26.134 23.892 22.672 22.204 21.930 21.400 21.126 20.704 20.168 19.983  0.189 
 3  10.11 -1.59  0.92288  0.121 3.806  4.378 12.80  0.038 0.84 17.267 18.420 17.603 17.346 17.281 17.287 16.743 16.667 16.444 16.183 16.162  0.774 
 3  10.11 -1.59  0.44381 -1.264 3.658  4.926 12.90  0.038 0.00 20.831 23.699 21.879 21.000 20.673 20.491 19.956 19.741 19.365 18.854 18.722  0.444 
 3  10.11 -1.59  0.43170 -1.298 3.656  4.940 13.30  0.038 0.83 20.770 23.757 21.879 20.959 20.615 20.422 19.888 19.665 19.284 18.767 18.627  0.432 
 3  10.11 -1.59  0.24329 -1.802 3.625  5.072 14.00  0.038 0.00 23.275 26.725 24.637 23.554 23.140 22.901 22.369 22.119 21.715 21.180 21.010  0.243 
 3  10.11 -1.59  0.29617 -1.640 3.635  5.034 14.30  0.038 0.93 22.491 25.802 23.774 22.742 22.349 22.124 21.592 21.350 20.953 20.424 20.263  0.296 
 3  10.11 -1.59  0.59235 -0.746 3.713  4.756 14.50  0.038 0.86 20.714 22.809 21.447 20.791 20.554 20.436 19.897 19.729 19.397 18.957 18.863  0.592 
 3  10.11 -1.59  0.33811 -1.534 3.641  5.011 14.70  0.038 0.00 23.304 26.474 24.508 23.526 23.155 22.944 22.411 22.178 21.789 21.265 21.113  0.338 
 3  10.11 -1.59  0.62269 -0.620 3.729  4.716 15.70  0.038 0.75 21.768 23.622 22.424 21.834 21.622 21.521 20.982 20.828 20.512 20.096 20.010  0.623 
 3  10.11 -1.59  0.48924 -1.127 3.669  4.876 15.80  0.038 0.94 22.735 25.458 23.715 22.882 22.574 22.405 21.869 21.663 21.293 20.793 20.670  0.489 
 3  10.11 -1.59  0.73120 -0.127 3.787  4.521 16.10  0.038 0.00 21.187 22.402 21.578 21.256 21.159 21.142 20.599 20.510 20.265 19.968 19.937  0.731 
 3  10.11 -1.59  0.53998 -0.949 3.688  4.817 16.40  0.038 0.73 23.219 25.695 24.105 23.338 23.056 22.904 22.368 22.174 21.818 21.339 21.225  0.540 
 3  10.11 -1.57  0.34955 -1.508 3.642  5.003 11.10  0.038 0.00 19.640 22.799 20.837 19.859 19.491 19.282 18.749 18.517 18.127 17.603 17.453  0.350 
 3  10.11 -1.57  0.11133 -2.724 3.536  5.299 11.90  0.038 0.85 23.080 30.040 25.884 24.089 23.166 22.692 22.174 21.791 21.253 20.755 20.603  0.111 
 3  10.11 -1.57  0.23037 -1.858 3.621  5.088 12.20  0.038 0.00 21.616 25.142 23.021 21.910 21.484 21.239 20.707 20.452 20.044 19.509 19.335  0.230 
 3  10.11 -1.57  0.17259 -2.189 3.589  5.167 12.50  0.038 0.00 22.742 27.044 24.524 23.174 22.652 22.348 21.820 21.523 21.082 20.546 20.354  0.173 
 3  10.11 -1.57  0.37659 -1.445 3.646  4.987 12.60  0.038 0.00 20.981 24.074 22.141 21.188 20.829 20.627 20.093 19.865 19.479 18.956 18.811  0.377 
 3  10.11 -1.57  0.17228 -2.191 3.589  5.167 13.00  0.038 0.93 22.602 27.074 24.457 23.063 22.523 22.208 21.681 21.377 20.928 20.393 20.199  0.172 
 3  10.11 -1.57  0.23733 -1.830 3.623  5.079 13.20  0.038 0.94 21.864 25.388 23.268 22.157 21.732 21.486 20.955 20.700 20.292 19.756 19.583  0.237 
 3  10.11 -1.57  0.48938 -1.129 3.668  4.874 13.70  0.038 0.90 20.713 23.484 21.715 20.867 20.553 20.380 19.844 19.635 19.263 18.757 18.632  0.489 
 3  10.11 -1.57  0.20007 -1.983 3.613  5.121 13.80  0.038 0.00 23.527 27.186 25.008 23.847 23.401 23.143 22.612 22.348 21.933 21.397 21.218  0.200 
 3  10.11 -1.57  0.23797 -1.827 3.623  5.078 13.90  0.038 0.00 23.238 26.731 24.624 23.525 23.105 22.862 22.331 22.078 21.672 21.136 20.964  0.238 
 3  10.11 -1.57  0.28556 -1.674 3.632  5.041 14.40  0.038 0.00 23.355 26.688 24.650 23.610 23.214 22.988 22.455 22.213 21.815 21.284 21.121  0.286 
 3  10.11 -1.57  0.60442 -0.699 3.719  4.740 15.00  0.038 0.00 21.519 23.367 22.149 21.568 21.365 21.272 20.732 20.584 20.274 19.871 19.792  0.604 
 3  10.11 -1.57  0.52033 -1.023 3.679  4.839 15.90  0.038 0.00 23.227 25.717 24.100 23.339 23.062 22.914 22.377 22.185 21.829 21.348 21.238  0.520 
 3  10.11 -1.57  0.67643 -0.391 3.758  4.635 17.10  0.038 0.95 22.255 23.730 22.755 22.302 22.150 22.092 21.551 21.433 21.154 20.801 20.745  0.676 
 3  10.11 -1.55  0.16555 -2.244 3.582  5.177 11.00  0.038 0.00 21.381 25.945 23.269 21.855 21.307 20.987 20.460 20.153 19.702 19.166 18.971  0.166 
 3  10.11 -1.55  0.23517 -1.842 3.621  5.082 12.10  0.038 0.00 21.475 24.999 22.878 21.768 21.343 21.098 20.567 20.312 19.904 19.368 19.194  0.235 
 3  10.11 -1.55  0.12458 -2.601 3.547  5.268 12.20  0.038 0.00 23.474 29.639 25.908 24.227 23.501 23.102 22.579 22.227 21.727 21.191 20.997  0.125 
 3  10.11 -1.55  0.14325 -2.425 3.563  5.216 12.30  0.038 0.98 22.410 27.874 24.610 23.035 22.393 22.029 21.505 21.171 20.692 20.154 19.955  0.143 
 3  10.11 -1.55  0.20027 -1.985 3.613  5.121 12.60  0.038 0.00 22.332 26.008 23.823 22.655 22.207 21.947 21.417 21.152 20.736 20.200 20.020  0.200 
 3  10.11 -1.55  0.14647 -2.394 3.566  5.207 12.70  0.038 0.00 23.456 28.736 25.597 24.049 23.427 23.072 22.547 22.218 21.744 21.206 21.008  0.146 
 3  10.11 -1.55  0.25594 -1.764 3.626  5.059 13.20  0.038 0.72 21.968 25.540 23.402 22.273 21.839 21.587 21.056 20.797 20.385 19.849 19.673  0.256 
 3  10.11 -1.55  0.18391 -2.107 3.598  5.149 13.20  0.038 0.81 22.764 27.018 24.550 23.207 22.679 22.372 21.844 21.546 21.102 20.565 20.372  0.184 
 3  10.11 -1.55  0.28104 -1.691 3.630  5.044 13.30  0.038 0.00 22.297 25.662 23.609 22.557 22.157 21.928 21.396 21.151 20.751 20.218 20.054  0.281 
 3  10.11 -1.55  0.32013 -1.585 3.637  5.020 13.40  0.038 0.00 22.132 25.387 23.382 22.370 21.987 21.769 21.236 20.998 20.604 20.075 19.919  0.320 
 3  10.11 -1.55  0.48345 -1.149 3.666  4.880 13.50  0.038 0.00 21.143 23.875 22.124 21.290 20.983 20.814 20.279 20.072 19.701 19.198 19.076  0.483 
 3  10.11 -1.55  0.60836 -0.685 3.720  4.734 13.60  0.038 0.70 19.852 21.827 20.550 19.924 19.699 19.588 19.049 18.887 18.562 18.133 18.041  0.608 
 3  10.11 -1.55  0.20991 -1.945 3.615  5.111 13.70  0.038 0.00 23.333 26.967 24.800 23.648 23.207 22.951 22.420 22.158 21.744 21.208 21.030  0.210 
 3  10.11 -1.55  1.07090  0.188 3.811  4.333 13.70  0.038 0.73 18.000 19.151 18.323 18.079 18.021 18.031 17.487 17.414 17.196 16.944 16.924  0.786 
 3  10.11 -1.55  0.48697 -1.138 3.667  4.876 13.80  0.038 0.98 20.708 23.450 21.693 20.856 20.548 20.378 19.843 19.635 19.264 18.760 18.637  0.487 
 3  10.11 -1.55  0.43895 -1.282 3.655  4.930 13.80  0.038 0.00 21.776 24.700 22.848 21.953 21.620 21.434 20.900 20.681 20.302 19.785 19.651  0.439 
 3  10.11 -1.55  0.85382 -0.510 3.743  4.678 13.90  0.038 0.76 19.934 21.480 20.461 19.982 19.820 19.756 19.215 19.090 18.805 18.442 18.381  0.650 
 3  10.11 -1.55  0.31323 -1.602 3.635  5.024 13.90  0.038 0.00 22.675 25.948 23.935 22.917 22.531 22.311 21.778 21.539 21.144 20.614 20.457  0.313 
 3  10.11 -1.55  0.23734 -1.833 3.622  5.079 14.50  0.038 0.88 23.234 26.799 24.661 23.535 23.104 22.854 22.323 22.066 21.656 21.119 20.944  0.237 
 3  10.11 -1.55  0.34341 -1.527 3.640  5.007 14.80  0.038 0.77 22.867 26.140 24.128 23.109 22.723 22.503 21.970 21.731 21.335 20.805 20.647  0.343 
 3  10.11 -1.55  0.53213 -0.982 3.683  4.824 15.10  0.038 0.00 22.325 24.750 23.170 22.429 22.160 22.018 21.481 21.293 20.941 20.466 20.361  0.532 
 3  10.11 -1.55  0.59456 -0.742 3.713  4.751 15.30  0.038 0.00 21.924 23.863 22.584 21.979 21.766 21.665 21.125 20.971 20.654 20.239 20.157  0.595 
 3  10.11 -1.55  0.84038 -0.639 3.726  4.720 16.20  0.038 0.74 22.454 24.198 23.118 22.592 22.408 22.328 21.787 21.649 21.348 20.960 20.887  0.619 
 3  10.11 -1.55  0.69022 -0.333 3.764  4.612 16.50  0.038 0.00 22.103 23.459 22.557 22.155 22.024 21.982 21.440 21.333 21.068 20.736 20.691  0.690 
 3  10.11 -1.53  0.25271 -1.777 3.624  5.061 11.90  0.038 0.81 20.573 24.117 21.988 20.870 20.442 20.195 19.664 19.407 18.998 18.461 18.287  0.253 
 3  10.11 -1.53  0.19923 -1.995 3.611  5.122 12.30  0.038 0.00 22.057 25.762 23.564 22.385 21.933 21.671 21.140 20.873 20.456 19.919 19.738  0.199 
 3  10.11 -1.53  0.31243 -1.607 3.634  5.024 12.60  0.038 0.91 20.724 24.053 22.015 20.977 20.583 20.358 19.825 19.583 19.185 18.652 18.491  0.312 
 3  10.11 -1.53  0.14120 -2.447 3.560  5.222 12.80  0.038 0.00 23.687 29.221 25.909 24.324 23.675 23.308 22.783 22.448 21.967 21.428 21.229  0.141 
