# Trilegal 1.6 run queried by C. Hirata, May 16, 2016
# Stars to J=22 in 1 deg^2 at the South Galactic Pole
# Magnitudes are SDSS ugriz + UKIDSS ZYJHK
# SDSS are on approximate AB system, UKIDSS on Vega
#
# Effective wavelengths of the filters are below.
# Vega to AB offsets in UKIDSS ZYJHK are below.
# [Hewett et al.: http://www.ukidss.org/technical/photom/hewett-ukidss.pdf]
#
# The following lines of data are used to tell scripts reading this file where the information is:
#
#! col_m2/m1 = 10
#! col_first_band = 12
#! num_bands = 10
#! lambda = 0.3546, 0.4670, 0.6156, 0.7471, 0.8918, 0.8817, 1.0305, 1.2483, 1.6313, 2.2010
#! ab_offset = 0, 0, 0, 0, 0, 0.528, 0.634, 0.938, 1.379, 1.900
#
#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z      Z      Y      J      H      K        Mact
 2  10.05 -0.83  0.40327 -1.442 3.627  4.939  9.70  0.038 0.00 18.074 21.671 19.476 18.356 17.947 17.713 17.181 16.926 16.510 15.926 15.781  0.403 
 2  10.05 -0.83  0.36233 -1.551 3.622  4.982 10.10  0.038 0.00 18.747 22.419 20.197 19.046 18.621 18.377 17.845 17.585 17.168 16.592 16.439  0.362 
 2  10.05 -0.83  0.31682 -1.668 3.616  5.015 10.20  0.038 0.00 19.139 22.904 20.650 19.461 19.016 18.759 18.228 17.961 17.541 16.974 16.813  0.317 
 2  10.05 -0.83  0.13305 -2.621 3.522  5.218 10.70  0.038 0.00 22.023 28.584 24.857 23.151 22.182 21.648 21.132 20.737 20.201 19.652 19.407  0.133 
 2  10.05 -0.83  0.11948 -2.746 3.511  5.250 10.80  0.038 0.00 22.435 29.466 25.492 23.736 22.646 22.063 21.549 21.135 20.580 20.033 19.793  0.119 
 2  10.05 -0.83  0.20294 -2.050 3.592  5.110 10.90  0.038 0.00 20.795 25.024 22.565 21.232 20.703 20.391 19.863 19.567 19.128 18.585 18.393  0.203 
 2  10.05 -0.83  0.15733 -2.401 3.545  5.162 11.00  0.038 0.00 21.774 27.592 24.229 22.625 21.839 21.392 20.871 20.513 20.012 19.465 19.221  0.157 
 2  10.05 -0.83  0.17790 -2.226 3.569  5.136 11.30  0.038 0.92 21.016 26.198 23.207 21.692 21.015 20.620 20.096 19.761 19.284 18.745 18.515  0.178 
 2  10.05 -0.83  0.24789 -1.872 3.603  5.062 11.40  0.038 0.00 20.850 24.800 22.483 21.221 20.737 20.453 19.923 19.642 19.215 18.662 18.485  0.248 
 2  10.05 -0.83  0.37118 -1.527 3.623  4.973 11.60  0.038 0.00 20.188 23.845 21.628 20.483 20.062 19.819 19.288 19.029 18.612 18.034 17.883  0.371 
 2  10.05 -0.83  0.33468 -1.622 3.618  5.005 11.80  0.038 0.88 19.998 23.764 21.510 20.321 19.876 19.618 19.087 18.820 18.400 17.833 17.672  0.335 
 2  10.05 -0.83  0.16519 -2.333 3.554  5.152 12.10  0.038 0.00 22.702 28.209 25.013 23.454 22.731 22.314 21.791 21.446 20.959 20.415 20.177  0.165 
 2  10.05 -0.83  0.15146 -2.453 3.538  5.169 12.20  0.038 0.98 22.384 28.457 24.974 23.334 22.484 22.005 21.486 21.114 20.600 20.053 19.807  0.151 
 2  10.05 -0.83  0.19397 -2.107 3.585  5.119 12.30  0.038 0.00 22.336 26.770 24.202 22.820 22.261 21.930 21.403 21.098 20.651 20.112 19.912  0.194 
 2  10.05 -0.83  0.28453 -1.758 3.610  5.037 12.40  0.038 0.00 21.564 25.410 23.128 21.908 21.446 21.176 20.646 20.373 19.950 19.389 19.221  0.285 
 2  10.05 -0.83  0.13118 -2.639 3.521  5.223 12.40  0.038 0.00 23.766 30.391 26.631 24.918 23.932 23.391 22.875 22.478 21.939 21.391 21.146  0.131 
 2  10.05 -0.83  0.42287 -1.393 3.630  4.924 12.90  0.038 0.89 20.541 24.130 21.938 20.821 20.414 20.180 19.648 19.393 18.977 18.395 18.251  0.423 
 2  10.05 -0.83  0.15846 -2.392 3.546  5.161 13.00  0.038 0.90 23.160 29.121 25.695 24.071 23.247 22.780 22.260 21.893 21.384 20.836 20.591  0.158 
 2  10.05 -0.83  0.25464 -1.850 3.604  5.057 13.40  0.038 0.00 22.794 26.723 24.413 23.159 22.680 22.398 21.869 21.589 21.162 20.608 20.433  0.255 
 2  10.05 -0.83  0.66893 -0.582 3.715  4.652 13.70  0.038 0.00 19.925 22.010 20.575 19.954 19.755 19.664 19.125 18.968 18.645 18.214 18.149  0.669 
 2  10.05 -0.81  0.12363 -2.711 3.513  5.240  8.50  0.037 0.00 20.047 26.949 23.053 21.313 20.248 19.674 19.160 18.749 18.199 17.652 17.409  0.124 
 2  10.05 -0.81  0.95697 -1.901 4.169  7.733  8.90  0.038 0.00 18.421 19.652 19.323 19.583 19.843 20.119 19.561 19.672 19.691 19.689 19.762  0.590 
 2  10.05 -0.81  0.45554 -1.311 3.635  4.894  9.60  0.038 0.00 17.648 21.117 18.969 17.901 17.518 17.299 16.767 16.518 16.105 15.518 15.386  0.456 
 2  10.05 -0.81  0.68869 -0.511 3.725  4.631  9.90  0.038 0.00 15.946 17.890 16.542 15.960 15.778 15.699 15.160 15.013 14.703 14.296 14.236  0.689 
 2  10.05 -0.81  0.15554 -2.420 3.542  5.164 10.00  0.038 0.92 20.199 26.245 22.784 21.149 20.299 19.819 19.299 18.927 18.414 17.867 17.620  0.156 
 2  10.05 -0.81  0.16813 -2.309 3.557  5.147 10.10  0.038 0.00 20.644 26.041 22.916 21.373 20.663 20.253 19.729 19.387 18.904 18.362 18.127  0.168 
 2  10.05 -0.81  0.28240 -1.765 3.609  5.038 10.20  0.038 0.81 18.838 22.774 20.456 19.205 18.725 18.444 17.914 17.634 17.207 16.651 16.477  0.282 
 2  10.05 -0.81  0.32541 -1.647 3.617  5.010 10.30  0.038 0.92 18.513 22.296 20.034 18.839 18.391 18.132 17.601 17.333 16.912 16.345 16.183  0.325 
 2  10.05 -0.81  0.17674 -2.237 3.567  5.136 10.50  0.038 0.00 20.863 25.895 22.989 21.497 20.844 20.462 19.937 19.607 19.137 18.601 18.378  0.177 
 2  10.05 -0.81  0.21115 -2.019 3.594  5.102 10.60  0.038 0.00 20.417 24.602 22.168 20.845 20.322 20.014 19.485 19.192 18.754 18.209 18.020  0.211 
 2  10.05 -0.81  0.22788 -1.953 3.598  5.085 10.70  0.038 0.00 20.352 24.416 22.046 20.751 20.247 19.949 19.420 19.132 18.700 18.152 17.969  0.228 
 2  10.05 -0.81  0.10974 -2.840 3.501  5.270 11.00  0.038 0.00 22.870 30.266 26.111 24.319 23.126 22.500 21.989 21.557 20.988 20.443 20.204  0.110 
 2  10.05 -0.81  0.33629 -1.620 3.618  5.003 11.10  0.038 0.84 19.330 23.114 20.853 19.657 19.208 18.948 18.417 18.149 17.728 17.161 16.999  0.336 
 2  10.05 -0.81  0.25036 -1.864 3.603  5.059 11.30  0.038 0.00 20.730 24.682 22.363 21.101 20.617 20.333 19.803 19.522 19.094 18.540 18.365  0.250 
 2  10.05 -0.81  0.36271 -1.551 3.622  4.982 11.30  0.038 0.00 19.947 23.631 21.403 20.248 19.822 19.577 19.046 18.785 18.367 17.790 17.638  0.363 
 2  10.05 -0.81  0.20080 -2.060 3.591  5.111 11.40  0.038 0.00 21.320 25.579 23.105 21.765 21.230 20.915 20.387 20.090 19.649 19.106 18.914  0.201 
 2  10.05 -0.81  0.71500 -0.407 3.739  4.600 11.50  0.038 0.70 17.117 19.006 17.726 17.152 16.966 16.883 16.344 16.194 15.880 15.460 15.393  0.715 
 2  10.05 -0.81  0.12724 -2.678 3.516  5.231 11.60  0.038 0.00 23.064 29.842 26.011 24.284 23.252 22.690 22.175 21.770 21.224 20.677 20.433  0.127 
 2  10.05 -0.81  0.16462 -2.340 3.553  5.152 11.60  0.038 0.00 22.221 27.775 24.555 22.991 22.256 21.834 21.312 20.964 20.475 19.931 19.690  0.165 
 2  10.05 -0.81  0.41256 -1.420 3.628  4.932 11.70  0.038 0.00 20.020 23.607 21.413 20.299 19.893 19.661 19.129 18.874 18.458 17.872 17.730  0.413 
 2  10.05 -0.81  0.12064 -2.738 3.511  5.247 11.80  0.038 0.00 23.416 30.421 26.471 24.720 23.629 23.043 22.530 22.115 21.560 21.014 20.772  0.121 
 2  10.05 -0.81  0.40621 -1.436 3.627  4.937 11.80  0.038 0.00 20.159 23.763 21.563 20.442 20.033 19.799 19.267 19.011 18.595 18.009 17.866  0.406 
 2  10.05 -0.81  0.13646 -2.593 3.524  5.208 11.90  0.038 0.00 23.153 29.616 25.948 24.256 23.305 22.776 22.259 21.867 21.335 20.786 20.540  0.136 
 2  10.05 -0.81  0.10907 -2.850 3.500  5.273 11.90  0.038 0.00 23.796 31.244 27.062 25.264 24.058 23.426 22.916 22.482 21.910 21.366 21.128  0.109 
 2  10.05 -0.81  0.60978 -0.811 3.682  4.708 12.00  0.038 0.00 18.798 21.432 19.670 18.893 18.634 18.497 17.961 17.764 17.394 16.878 16.793  0.610 
 2  10.05 -0.81  0.30678 -1.694 3.614  5.020 12.10  0.038 0.00 21.105 24.903 22.637 21.436 20.984 20.723 20.192 19.923 19.501 18.935 18.773  0.307 
 2  10.05 -0.81  0.18092 -2.206 3.571  5.132 12.20  0.038 0.93 21.851 26.920 23.998 22.500 21.838 21.451 20.927 20.595 20.122 19.585 19.359  0.181 
 2  10.05 -0.81  0.87705  0.433 3.784  4.032 12.30  0.038 0.00 15.988 17.329 16.340 16.000 15.911 15.901 15.358 15.267 15.025 14.737 14.708  0.877 
 2  10.05 -0.81  1.10397  0.264 3.793  4.225 12.40  0.038 0.77 16.511 17.793 16.842 16.528 16.451 16.451 15.908 15.823 15.591 15.319 15.293  0.855 
 2  10.05 -0.81  0.66253 -0.611 3.710  4.657 12.50  0.038 0.00 18.797 20.959 19.473 18.832 18.625 18.528 17.989 17.826 17.497 17.055 16.987  0.663 
 2  10.05 -0.81  0.23076 -1.941 3.598  5.082 12.50  0.038 0.00 22.123 26.167 23.808 22.518 22.016 21.721 21.192 20.905 20.474 19.925 19.743  0.231 
 2  10.05 -0.81  0.41112 -1.424 3.628  4.933 12.60  0.038 0.00 20.929 24.519 22.325 21.209 20.802 20.569 20.038 19.783 19.367 18.781 18.638  0.411 
 2  10.05 -0.81  0.21644 -1.998 3.595  5.097 12.60  0.038 0.00 22.365 26.512 24.097 22.784 22.267 21.962 21.433 21.141 20.705 20.159 19.972  0.216 
 2  10.05 -0.81  0.41463 -1.415 3.628  4.930 12.70  0.038 0.00 21.007 24.588 22.397 21.285 20.880 20.648 20.117 19.862 19.446 18.860 18.719  0.415 
 2  10.05 -0.81  0.44196 -1.347 3.633  4.907 12.70  0.038 0.75 20.383 23.967 21.778 20.663 20.256 20.022 19.490 19.235 18.819 18.238 18.095  0.442 
 2  10.05 -0.81  0.46609 -1.281 3.637  4.882 12.80  0.038 0.00 20.772 24.204 22.071 21.017 20.641 20.426 19.894 19.648 19.235 18.648 18.519  0.466 
 2  10.05 -0.81  0.48308 -1.232 3.641  4.863 13.10  0.038 0.99 20.216 23.598 21.484 20.450 20.083 19.874 19.342 19.098 18.687 18.100 17.975  0.483 
 2  10.05 -0.81  0.62586 -0.750 3.691  4.693 13.30  0.038 0.90 19.438 22.081 20.327 19.542 19.277 19.136 18.601 18.401 18.030 17.510 17.423  0.626 
 2  10.05 -0.81  0.38401 -1.494 3.624  4.959 14.70  0.038 0.00 23.205 26.853 24.637 23.497 23.079 22.839 22.308 22.050 21.632 21.050 20.901  0.384 
 2  10.05 -0.81  0.65262 -0.648 3.705  4.667 15.60  0.038 0.00 21.991 24.237 22.698 22.034 21.818 21.714 21.176 21.006 20.669 20.215 20.143  0.653 
 2  10.05 -0.81  0.62230 -0.763 3.689  4.696 16.60  0.038 0.95 22.657 25.280 23.527 22.752 22.493 22.356 21.820 21.623 21.254 20.738 20.653  0.622 
 2  10.05 -0.79  0.29873 -1.716 3.612  5.024  9.20  0.038 0.00 18.261 22.087 19.809 18.598 18.142 17.876 17.346 17.074 16.651 16.086 15.922  0.299 
 2  10.05 -0.79  0.07819 -3.884 3.315  5.422  9.50  0.038 0.82 23.873 39.338 32.321 29.214 26.796 24.884 24.565 23.276 21.986 21.237 20.688  0.078 
 2  10.05 -0.79  0.32262 -1.655 3.616  5.011 10.00  0.038 0.00 18.908 22.682 20.423 19.231 18.786 18.528 17.998 17.731 17.310 16.740 16.581  0.323 
 2  10.05 -0.79  0.09862 -3.030 3.477  5.316 10.20  0.038 0.74 22.463 31.142 26.357 24.467 22.931 22.172 21.674 21.174 20.523 19.956 19.678  0.099 
 2  10.05 -0.79  0.08543 -3.506 3.397  5.409 10.40  0.038 0.94 23.465 35.438 29.635 27.579 25.118 23.584 23.192 22.220 21.291 20.766 20.416  0.085 
 2  10.05 -0.79  0.47064 -1.270 3.638  4.877 10.50  0.038 0.79 17.966 21.480 19.315 18.229 17.837 17.613 17.081 16.829 16.415 15.829 15.693  0.471 
 2  10.05 -0.79  0.20787 -2.033 3.592  5.105 10.60  0.038 0.00 20.453 24.677 22.222 20.891 20.362 20.049 19.521 19.225 18.786 18.242 18.052  0.208 
 2  10.05 -0.79  0.84206  0.174 3.791  4.298 10.80  0.038 0.00 15.135 16.429 15.475 15.149 15.068 15.066 14.523 14.437 14.203 13.926 13.899  0.842 
 2  10.05 -0.79  0.11822 -2.763 3.508  5.251 10.90  0.038 0.00 22.578 29.681 25.691 23.933 22.807 22.206 21.694 21.273 20.714 20.169 19.925  0.118 
 2  10.05 -0.79  0.09577 -3.103 3.466  5.333 10.90  0.038 0.00 23.427 32.619 27.524 25.589 23.880 23.076 22.583 22.071 21.433 20.920 20.718  0.096 
 2  10.05 -0.79  0.16037 -2.380 3.547  5.157 11.10  0.038 0.00 21.821 27.563 24.247 22.658 21.882 21.438 20.916 20.560 20.062 19.517 19.272  0.160 
 2  10.05 -0.79  0.26581 -1.818 3.606  5.050 11.10  0.038 0.00 20.414 24.333 22.024 20.777 20.300 20.021 19.491 19.212 18.786 18.228 18.056  0.266 
 2  10.05 -0.79  0.09676 -3.078 3.470  5.328 11.20  0.038 0.00 23.664 32.647 27.660 25.742 24.095 23.310 22.814 22.313 21.682 21.164 20.956  0.097 
 2  10.05 -0.79  0.19929 -2.070 3.590  5.112 11.40  0.038 0.00 21.344 25.646 23.150 21.801 21.259 20.939 20.411 20.112 19.670 19.127 18.934  0.199 
 2  10.05 -0.79  0.29614 -1.724 3.612  5.027 11.40  0.038 0.91 19.829 23.697 21.405 20.178 19.712 19.440 18.910 18.636 18.211 17.649 17.482  0.296 
 2  10.05 -0.79  0.21046 -2.023 3.593  5.102 11.50  0.038 0.00 21.328 25.533 23.088 21.761 21.234 20.923 20.395 20.100 19.662 19.117 18.928  0.210 
 2  10.05 -0.79  0.12792 -2.674 3.516  5.229 11.60  0.038 0.00 23.056 29.827 26.009 24.286 23.247 22.681 22.167 21.760 21.214 20.668 20.422  0.128 
 2  10.05 -0.79  0.20629 -2.040 3.592  5.106 11.60  0.038 0.00 21.469 25.704 23.243 21.909 21.378 21.064 20.536 20.240 19.801 19.256 19.066  0.206 
 2  10.05 -0.79  0.26529 -1.819 3.606  5.050 11.70  0.038 0.85 20.433 24.425 22.085 20.815 20.324 20.036 19.506 19.223 18.793 18.240 18.063  0.265 
 2  10.05 -0.79  0.20920 -2.028 3.593  5.103 11.80  0.038 0.98 20.903 25.129 22.673 21.342 20.812 20.499 19.971 19.675 19.236 18.692 18.502  0.209 
 2  10.05 -0.79  0.36840 -1.537 3.622  4.975 11.80  0.038 0.00 20.412 24.098 21.868 20.713 20.288 20.043 19.511 19.251 18.833 18.253 18.102  0.368 
 2  10.05 -0.79  0.43524 -1.365 3.631  4.913 11.90  0.038 0.00 20.083 23.625 21.447 20.351 19.956 19.729 19.197 18.945 18.529 17.941 17.804  0.435 
 2  10.05 -0.79  0.48156 -1.238 3.640  4.865 12.00  0.038 0.00 19.866 23.260 21.139 20.102 19.734 19.524 18.992 18.748 18.336 17.747 17.623  0.482 
 2  10.05 -0.79  0.25579 -1.849 3.604  5.056 12.10  0.038 0.00 21.491 25.438 23.120 21.861 21.379 21.095 20.565 20.285 19.857 19.302 19.127  0.256 
 2  10.05 -0.79  0.13227 -2.635 3.520  5.218 12.20  0.038 0.00 23.556 30.180 26.439 24.731 23.731 23.181 22.665 22.265 21.725 21.178 20.931  0.132 
 2  10.05 -0.79  0.25323 -1.856 3.603  5.057 12.20  0.038 0.86 21.019 25.053 22.694 21.411 20.913 20.619 20.090 19.804 19.373 18.821 18.641  0.253 
 2  10.05 -0.79  0.75984 -0.228 3.759  4.529 12.30  0.038 0.76 17.437 19.106 17.959 17.461 17.306 17.246 16.706 16.574 16.280 15.893 15.838  0.760 
 2  10.05 -0.79  0.23990 -1.906 3.600  5.071 12.40  0.038 0.00 21.936 25.934 23.599 22.320 21.826 21.535 21.005 20.721 20.291 19.740 19.561  0.240 
 2  10.05 -0.79  0.19586 -2.096 3.586  5.116 12.50  0.038 0.77 22.118 26.817 24.148 22.723 22.093 21.719 21.194 20.869 20.402 19.860 19.645  0.196 
 2  10.05 -0.79  0.99947 -0.096 3.772  4.467 12.60  0.038 0.79 17.610 19.014 18.009 17.615 17.506 17.482 16.940 16.840 16.585 16.273 16.239  0.790 
 2  10.05 -0.79  0.14635 -2.505 3.531  5.180 12.70  0.038 0.79 23.272 29.725 26.087 24.402 23.434 22.896 22.380 21.984 21.448 20.902 20.656  0.146 
 2  10.05 -0.79  0.92411  0.500 4.685  7.400 12.70  0.038 0.73 16.132 19.435 19.046 18.728 18.610 18.560 18.019 17.885 17.581 17.167 17.106  0.595 
 2  10.05 -0.79  0.14195 -2.546 3.528  5.192 12.80  0.038 0.97 23.235 29.620 26.001 24.321 23.382 22.858 22.341 21.951 21.421 20.874 20.626  0.142 
 2  10.05 -0.79  0.34856 -1.590 3.620  4.995 13.00  0.038 0.00 21.744 25.463 23.222 22.053 21.620 21.370 20.839 20.576 20.158 19.583 19.429  0.349 
 2  10.05 -0.79  0.27087 -1.802 3.607  5.046 13.40  0.038 0.00 22.675 26.580 24.276 23.034 22.560 22.283 21.753 21.476 21.050 20.491 20.320  0.271 
 2  10.05 -0.79  0.24704 -1.878 3.602  5.063 13.50  0.038 0.00 22.965 26.939 24.611 23.343 22.854 22.566 22.037 21.754 21.326 20.772 20.596  0.247 
 2  10.05 -0.79  0.33584 -1.622 3.618  5.003 13.80  0.038 0.00 22.625 26.371 24.120 22.940 22.501 22.248 21.717 21.452 21.032 20.460 20.303  0.336 
 2  10.05 -0.79  0.26862 -1.809 3.606  5.048 14.10  0.038 0.00 23.393 27.303 24.997 23.753 23.278 23.000 22.470 22.192 21.766 21.207 21.036  0.269 
 2  10.05 -0.79  0.52293 -1.112 3.650  4.814 15.80  0.038 0.00 23.349 26.571 24.518 23.548 23.212 23.021 22.488 22.254 21.846 21.259 21.149  0.523 
 2  10.05 -0.77  0.39652 -1.463 3.625  4.945  8.60  0.038 0.00 17.028 20.680 18.459 17.319 16.904 16.665 16.133 15.875 15.456 14.869 14.723  0.397 
 2  10.05 -0.77  0.13109 -2.648 3.518  5.220  9.50  0.038 0.00 20.890 27.571 23.810 22.099 21.076 20.515 20.000 19.596 19.053 18.507 18.259  0.131 
 2  10.05 -0.77  0.24744 -1.878 3.602  5.062  9.60  0.038 0.93 18.399 22.428 20.074 18.791 18.292 17.998 17.469 17.183 16.752 16.200 16.021  0.247 
 2  10.05 -0.77  0.12538 -2.701 3.513  5.234  9.70  0.038 0.90 20.597 27.630 23.691 21.943 20.825 20.224 19.712 19.291 18.734 18.189 17.944  0.125 
 2  10.05 -0.77  0.19369 -2.114 3.583  5.118  9.90  0.038 0.00 19.954 24.441 21.848 20.456 19.885 19.546 19.019 18.710 18.261 17.724 17.521  0.194 
 2  10.05 -0.77  0.53744 -1.068 3.653  4.795 10.20  0.038 0.00 17.639 20.808 18.778 17.827 17.499 17.314 16.781 16.550 16.145 15.563 15.456  0.537 
 2  10.05 -0.77  0.72823 -0.363 3.743  4.581 10.50  0.038 0.00 16.178 17.895 16.690 16.181 16.027 15.971 15.430 15.302 15.014 14.645 14.596  0.728 
 2  10.05 -0.77  0.68737 -0.524 3.721  4.631 10.60  0.038 0.84 16.330 18.524 17.042 16.381 16.165 16.060 15.522 15.352 15.014 14.552 14.479  0.687 
 2  10.05 -0.77  0.24585 -1.884 3.601  5.064 10.70  0.038 0.00 20.180 24.168 21.835 20.562 20.070 19.780 19.251 18.967 18.538 17.985 17.808  0.246 
 2  10.05 -0.77  0.20282 -2.055 3.591  5.109 10.80  0.038 0.00 20.707 24.982 22.501 21.158 20.620 20.301 19.773 19.475 19.034 18.491 18.299  0.203 
 2  10.05 -0.77  0.16580 -2.335 3.553  5.149 10.80  0.038 0.00 21.408 26.951 23.746 22.187 21.446 21.020 20.497 20.149 19.660 19.117 18.875  0.166 
 2  10.05 -0.77  0.14384 -2.531 3.528  5.186 10.90  0.038 0.00 21.999 28.282 24.721 23.057 22.136 21.620 21.102 20.716 20.191 19.644 19.395  0.144 
 2  10.05 -0.77  0.13350 -2.626 3.520  5.214 11.10  0.038 0.77 22.025 28.921 25.087 23.356 22.252 21.653 21.141 20.719 20.160 19.619 19.376  0.133 
 2  10.05 -0.77  0.41450 -1.418 3.627  4.929 11.10  0.038 0.83 18.867 22.526 20.304 19.162 18.743 18.502 17.970 17.711 17.293 16.710 16.563  0.415 
 2  10.05 -0.77  0.13803 -2.585 3.523  5.202 11.30  0.038 0.00 22.532 28.981 25.338 23.652 22.690 22.154 21.638 21.244 20.711 20.164 19.915  0.138 
 2  10.05 -0.77  0.31053 -1.687 3.614  5.018 11.40  0.038 0.00 20.387 24.198 21.924 20.720 20.268 20.005 19.474 19.204 18.782 18.214 18.052  0.311 
 2  10.05 -0.77  0.22585 -1.963 3.596  5.087 11.40  0.038 0.00 21.079 25.189 22.795 21.490 20.978 20.675 20.147 19.856 19.422 18.874 18.690  0.226 
 2  10.05 -0.77  0.27460 -1.792 3.607  5.043 11.50  0.038 0.00 20.750 24.654 22.349 21.108 20.635 20.358 19.828 19.551 19.125 18.565 18.395  0.275 
 2  10.05 -0.77  0.58997 -0.890 3.671  4.728 11.60  0.038 0.00 18.594 21.437 19.561 18.721 18.438 18.284 17.749 17.538 17.154 16.608 16.516  0.590 
 2  10.05 -0.77  0.23657 -1.921 3.599  5.075 11.60  0.038 0.00 21.172 25.207 22.853 21.566 21.065 20.770 20.241 19.955 19.523 18.973 18.793  0.237 
 2  10.05 -0.77  0.81025 -0.005 3.779  4.415 11.60  0.038 0.00 16.383 17.742 16.759 16.390 16.292 16.277 15.734 15.640 15.393 15.094 15.063  0.810 
 2  10.05 -0.77  0.44311 -1.347 3.632  4.906 11.70  0.038 0.00 19.839 23.374 21.197 20.104 19.711 19.486 18.954 18.702 18.286 17.697 17.562  0.443 
 2  10.05 -0.77  0.16918 -2.305 3.557  5.145 11.70  0.038 0.86 21.715 27.359 24.134 22.560 21.778 21.327 20.806 20.448 19.948 19.406 19.164  0.169 
 2  10.05 -0.77  0.65396 -0.651 3.703  4.664 11.80  0.038 0.00 18.198 20.481 18.915 18.242 18.024 17.917 17.380 17.208 16.868 16.409 16.338  0.654 
 2  10.05 -0.77  0.18883 -2.150 3.578  5.123 11.80  0.038 0.96 21.264 26.019 23.282 21.835 21.220 20.856 20.330 20.010 19.549 19.017 18.802  0.189 
 2  10.05 -0.77  0.11020 -2.840 3.500  5.266 11.90  0.038 0.00 23.769 31.160 27.032 25.245 24.036 23.399 22.889 22.453 21.882 21.339 21.096  0.110 
 2  10.05 -0.77  0.17534 -2.252 3.564  5.136 12.00  0.038 0.00 22.400 27.525 24.569 23.067 22.394 22.000 21.476 21.142 20.668 20.132 19.904  0.175 
 2  10.05 -0.77  0.41524 -1.416 3.628  4.929 12.00  0.038 0.00 20.311 23.918 21.713 20.592 20.185 19.952 19.420 19.164 18.747 18.158 18.016  0.415 
 2  10.05 -0.77  0.29931 -1.716 3.612  5.024 12.10  0.038 0.00 21.159 24.994 22.712 21.498 21.041 20.774 20.244 19.972 19.549 18.983 18.819  0.299 
 2  10.05 -0.77  0.62238 -0.770 3.686  4.694 12.30  0.038 0.00 18.996 21.566 19.836 19.079 18.829 18.699 18.162 17.970 17.607 17.101 17.020  0.622 
 2  10.05 -0.77  0.43946 -1.356 3.631  4.909 12.40  0.038 0.83 20.024 23.629 21.427 20.306 19.898 19.664 19.132 18.876 18.459 17.874 17.732  0.439 
 2  10.05 -0.77  0.15417 -2.438 3.539  5.164 12.60  0.038 0.00 23.465 29.440 26.024 24.404 23.561 23.084 22.564 22.194 21.684 21.139 20.891  0.154 
 2  10.05 -0.77  0.24503 -1.887 3.601  5.065 12.60  0.038 0.78 21.606 25.776 23.357 22.038 21.513 21.202 20.674 20.380 19.941 19.395 19.207  0.245 
 2  10.05 -0.77  0.15546 -2.427 3.540  5.163 12.70  0.038 0.00 23.537 29.466 26.070 24.457 23.626 23.155 22.635 22.268 21.759 21.214 20.967  0.155 
 2  10.05 -0.77  0.59294 -0.879 3.672  4.725 12.70  0.038 0.00 19.668 22.492 20.625 19.791 19.512 19.359 18.824 18.614 18.231 17.688 17.597  0.593 
 2  10.05 -0.77  0.19536 -2.101 3.585  5.116 13.00  0.038 0.00 23.022 27.458 24.892 23.512 22.949 22.615 22.087 21.782 21.334 20.795 20.596  0.195 
 2  10.05 -0.77  0.22381 -1.971 3.596  5.089 13.10  0.038 0.00 22.799 26.924 24.522 23.214 22.699 22.395 21.867 21.576 21.141 20.593 20.408  0.224 
 2  10.05 -0.77  0.64084 -0.701 3.696  4.677 13.10  0.038 0.73 19.368 21.917 20.226 19.463 19.204 19.067 18.531 18.336 17.971 17.466 17.376  0.641 
 2  10.05 -0.77  0.27367 -1.795 3.607  5.044 13.20  0.038 0.00 22.457 26.364 24.058 22.816 22.342 22.065 21.535 21.258 20.831 20.271 20.101  0.274 
 2  10.05 -0.75  0.18796 -2.159 3.577  5.124  8.30  0.037 0.00 18.466 23.141 20.451 19.017 18.413 18.055 17.529 17.211 16.754 16.223 16.011  0.188 
 2  10.05 -0.75  0.14386 -2.534 3.527  5.186  9.30  0.038 0.00 20.406 26.701 23.143 21.479 20.549 20.027 19.509 19.122 18.595 18.049 17.799  0.144 
 2  10.05 -0.75  0.24947 -1.871 3.602  5.059  9.50  0.038 0.00 18.948 22.932 20.600 19.328 18.837 18.548 18.019 17.736 17.306 16.752 16.576  0.249 
 2  10.05 -0.75  0.14085 -2.562 3.525  5.194  9.60  0.038 0.00 20.775 27.149 23.553 21.878 20.928 20.396 19.879 19.487 18.957 18.411 18.160  0.141 
 2  10.05 -0.75  0.11682 -2.782 3.505  5.252 10.10  0.038 0.00 21.824 29.001 24.995 23.234 22.073 21.453 20.941 20.513 19.950 19.407 19.160  0.117 
 2  10.05 -0.75  0.19541 -2.102 3.585  5.116 10.30  0.038 0.76 19.951 24.686 22.006 20.576 19.933 19.551 19.026 18.698 18.228 17.687 17.471  0.195 
 2  10.05 -0.75  0.17122 -2.289 3.559  5.141 10.70  0.038 0.00 21.194 26.515 23.445 21.918 21.210 20.799 20.276 19.935 19.453 18.914 18.679  0.171 
 2  10.05 -0.75  0.26271 -1.830 3.604  5.051 10.70  0.038 0.83 19.475 23.510 21.150 19.869 19.370 19.076 18.547 18.262 17.830 17.277 17.098  0.263 
 2  10.05 -0.75  0.15635 -2.422 3.540  5.161 10.80  0.038 0.74 21.235 27.401 23.924 22.284 21.371 20.856 20.338 19.953 19.427 18.883 18.636  0.156 
